[]
[('かがやくリザードン', 'K', '炎', '015/172', 'S12a')]
[('基本雷エネルギー*ボーダー柄2015', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本超エネルギー*ボーダー柄2015', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本草エネルギー*ボーダー柄2015', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本水エネルギー*ボーダー柄2015', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本闘エネルギー*ボーダー柄2015', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本闘エネルギー*ボーダー柄2016', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本悪エネルギー*ボーダー柄2015', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本炎エネルギー*ボーダー柄2015', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本炎エネルギー*ボーダー柄2016', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本鋼エネルギー*ボーダー柄2015', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本超エネルギー:ミラー', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本雷エネルギー:ミラー', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本水エネルギー*ミラー', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本鋼エネルギー*ミラー', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本草エネルギー*BREAK柄UR仕様', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('基本悪エネルギー*BREAK柄UR仕様', 'PROMO', '基本エネルギー', 'XY-P', 'XY-P')]
[('ゲッコウガEX', 'PROMO', '水', '021/XY-P', 'XY-P')]
[('ピカチュウ*帽子', 'PROMO', '雷', 'XY-P', 'XY-P')]
[('ピカチュウ*眼鏡', 'PROMO', '雷', 'XY-P', 'XY-P')]
[('ピカチュウ*宇宙', 'PROMO', '雷', 'XY-P', 'XY-P')]
[('ピカチュウ*雨', 'PROMO', '雷', 'XY-P', 'XY-P')]
[('ピカチュウ*虹', 'PROMO', '雷', 'XY-P', 'XY-P')]
[('ピカチュウ', 'オーガナイザー版)(PROMO', '雷', '175/XY-P', 'XY-P')]
[]
[('エンブオー', 'R', '炎', '010/053', 'BW1-b')]
[('レシラム', 'R', '炎', '013/053', 'BW1-b')]
[('ツンベアー', 'R', '水', '018/053', 'BW1-b')]
[('ゴチルゼル', 'R', '超', '028/053', 'BW1-b')]
[('ドリュウズ', 'R', '闘', '032/053', 'BW1-b')]
[('ギギギアル', 'R', '鋼', '040/053', 'BW1-b')]
[('トルネロス', 'R', '無', '047/053', 'BW1-b')]
[('エネルギー回収', 'U', 'グッズ', '048/053', 'BW1-b')]
[('ポケモン通信', 'U', 'グッズ', '050/053', 'BW1-b')]
[('まんたんのくすり', 'U', 'グッズ', '051/053', 'BW1-b')]
[('リサイクル', 'U', 'グッズ', '052/053', 'BW1-b')]
[('アララギ博士', 'U', 'サポート', '053/053', 'BW1-b')]
[('トルネロス', 'SR', '無', '054/053', 'BW1-b')]
[('レシラム', 'SR', '炎', '055/053', 'BW1-b')]
[('ピカチュウ', 'UR', '雷', '056/053', 'BW1-b')]
[('ジャローダ', 'R', '草', '003/053', 'BW1-w')]
[('ダイケンキ', 'R', '水', '013/053', 'BW1-w')]
[('ボルトロス', 'R', '雷', '019/053', 'BW1-w')]
[('ゼクロム', 'R', '雷', '020/053', 'BW1-w')]
[('ランクルス', 'R', '超', '027/053', 'BW1-w')]
[('ゾロアーク', 'R', '悪', '037/053', 'BW1-w')]
[('スーパーボール', 'U', 'グッズ', '049/053', 'BW1-w')]
[('ボルトロス', 'SR', '雷', '054/053', 'BW1-w')]
[('ゼクロム', 'SR', '雷', '055/053', 'BW1-w')]
[('ピカチュウ', 'UR', '雷', '056/053', 'BW1-w')]
[('ビリジオン', 'R', '草', '008/066', 'BW2')]
[('ビクティニ', 'R', '炎', '009/066', 'BW2')]
[('キュレム', 'R', '水', '024/066', 'BW2')]
[('シビビール', 'U', '雷', '026/066', 'BW2')]
[('シビルドン', 'R', '雷', '027/066', 'BW2')]
[('ヤブクロン', 'C', '超', '030/066', 'BW2')]
[('テラキオン', 'R', '闘', '046/066', 'BW2')]
[('ランドロス', 'R', '闘', '047/066', 'BW2')]
[('サザンドラ', 'R', '悪', '052/066', 'BW2')]
[('アイアント', 'C', '鋼', '054/066', 'BW2')]
[('コバルオン', 'R', '鋼', '055/066', 'BW2')]
[('オノノクス', 'R', '無', '058/066', 'BW2')]
[('すごいつりざお', 'U', 'グッズ', '060/066', 'BW2')]
[('N', 'U', 'サポート', '066/066', 'BW2')]
[('ビリジオン', 'SR', '草', '067/066', 'BW2')]
[('テラキオン', 'SR', '闘', '068/066', 'BW2')]
[('コバルオン', 'SR', '鋼', '069/066', 'BW2')]
[('ビクティニ', 'SR', '炎', '070/066', 'BW2')]
[('N', 'SR', 'サポート', '071/066', 'BW2')]
[('ニャース', 'UR', '無', '072/066', 'BW2')]
[('シェイミEX', 'R', '草', '005/052', 'BW3-p')]
[('ハハコモリ', 'R', '草', '008/052', 'BW3-p')]
[('ファイヤー', 'R', '炎', '009/052', 'BW3-p')]
[('フリーザー', 'R', '水', '014/052', 'BW3-p')]
[('カイオーガEX', 'R', '水', '015/052', 'BW3-p')]
[('レントラー', 'R', '雷', '023/052', 'BW3-p')]
[('ミュウツーEX', 'R', '超', '028/052', 'BW3-p')]
[('ローブシン', 'R', '闘', '036/052', 'BW3-p')]
[('ズルズキン', 'R', '悪', '042/052', 'BW3-p')]
[('チラチーノ', 'R', '無', '048/052', 'BW3-p')]
[('レベルボール', 'U', 'グッズ', '049/052', 'BW3-p')]
[('学習装置', 'U', 'グッズ', '050/052', 'BW3-p')]
[('スカイアローブリッジ', 'U', 'グッズ', '051/052', 'BW3-p')]
[('プリズムエネルギー', 'U', '特殊エネルギー', '052/052', 'BW3-p')]
[('シェイミEX', 'SR', '草', '053/052', 'BW3-p')]
[('カイオーガEX', 'SR', '水', '054/052', 'BW3-p')]
[('ミュウツーEX', 'SR', '超', '055/052', 'BW3-p')]
[('ゾロアーク', 'UR', '悪', '056/052', 'BW3-p')]
[('サザンドラ', 'UR', '悪', '057/052', 'BW3-p')]
[('ウインディ', 'R', '炎', '010/052', 'BW3-l')]
[('シャンデラ', 'R', '炎', '014/052', 'BW3-l')]
[('バイバニラ', 'R', '水', '018/052', 'BW3-l')]
[('キュレムEX', 'R', '水', '022/052', 'BW3-l')]
[('サンダー', 'R', '雷', '025/052', 'BW3-l')]
[('サーナイト', 'R', '超', '028/052', 'BW3-l')]
[('グラードンEX', 'R', '闘', '032/052', 'BW3-l')]
[('ルカリオ', 'R', '闘', '034/052', 'BW3-l')]
[('キリキザン', 'R', '鋼', '042/052', 'BW3-l')]
[('レジギガスEX', 'R', '無', '045/052', 'BW3-l')]
[('ヘビーボール', 'U', 'グッズ', '049/052', 'BW3-l')]
[('デント', 'U', 'サポート', '050/052', 'BW3-l')]
[('ポケモンセンター', 'U', 'スタジアム', '051/052', 'BW3-l')]
[('ダブル無色エネルギー', 'U', '特殊エネルギー', '052/052', 'BW3-l')]
[('キュレムEX', 'SR', '水', '053/052', 'BW3-l')]
[('グラードンEX', 'SR', '闘', '054/052', 'BW3-l')]
[('レジギガスEX', 'SR', '無', '055/052', 'BW3-l')]
[('エンブオー', 'UR', '炎', '056/052', 'BW3-l')]
[('シャンデラ', 'UR', '超', '057/052', 'BW3-l')]
[('フシギバナ', 'R', '草', '003/069', 'BW4')]
[('アギルダー', 'U', '草', '007/069', 'BW4')]
[('エンテイEX', 'R', '炎', '009/069', 'BW4')]
[('バシャーモ', 'R', '炎', '012/069', 'BW4')]
[('ウルガモス', 'R', '炎', '015/069', 'BW4')]
[('エンペルト', 'R', '水', '021/069', 'BW4')]
[('サンダース', 'C', '雷', '024/069', 'BW4')]
[('ライコウEX', 'R', '雷', '025/069', 'BW4')]
[('シビルドン', 'R', '雷', '032/069', 'BW4')]
[('エーフィ', 'U', '超', '033/069', 'BW4')]
[('ブラッキー', 'U', '悪', '042/069', 'BW4')]
[('ヤミラミ', 'U', '悪', '043/069', 'BW4')]
[('ダークライEX', 'R', '悪', '044/069', 'BW4')]
[('ワルビアル', 'R', '悪', '047/069', 'BW4')]
[('ゾロアーク', 'R', '悪', '049/069', 'BW4')]
[('ギギギアル', 'R', '鋼', '055/069', 'BW4')]
[('ハピナス', 'R', '無', '057/069', 'BW4')]
[('イーブイ', 'C', '無', '058/069', 'BW4')]
[('トルネロスEX', 'R', '無', '062/069', 'BW4')]
[('改造ハンマー', 'U', 'グッズ', '063/069', 'BW4')]
[('バッドチームのジムとサブ', 'U', 'サポート', '068/069', 'BW4')]
[('ネジ山', 'U', 'スタジアム', '069/069', 'BW4')]
[('サーナイト', 'UR', '超', '074/069', 'BW4')]
[('アーケオス', 'UR', '闘', '075/069', 'BW4')]
[('ポケモンキャッチャー', 'UR', 'グッズ', '076/069', 'BW4')]
[('エンテイEX', 'SR', '炎', '070/069', 'BW4')]
[('ライコウEX', 'SR', '雷', '071/069', 'BW4')]
[('ダークライEX', 'SR', '悪', '072/069', 'BW4')]
[('トルネロスEX', 'SR', '無', '073/069', 'BW4')]
[('キュウコン', 'R', '炎', '010/050', 'BW5-g')]
[('ホエルオー', 'R', '水', '012/050', 'BW5-g')]
[('デンリュウ', 'R', '雷', '021/050', 'BW5-g')]
[('ミュウEX', 'R', '超', '022/050', 'BW5-g')]
[('シンボラー', 'R', '超', '026/050', 'BW5-g')]
[('ダストダス', 'R', '超', '028/050', 'BW5-g')]
[('テラキオンEX', 'R', '闘', '032/050', 'BW5-g')]
[('ボスゴドラ', 'R', '鋼', '037/050', 'BW5-g')]
[('ギラティナEX', 'R', 'ドラゴン', '039/050', 'BW5-g')]
[('サザンドラ', 'R', 'ドラゴン', '042/050', 'BW5-g')]
[('レスキュースカーフ', 'U', 'グッズ', '049/050', 'BW5-g')]
[('ブレンドエネルギー', '草炎超悪(U', '特殊エネルギー', '050/050', 'BW5-g')]
[('ミュウEX', 'SR', '超', '051/050', 'BW5-g')]
[('テラキオンEX', 'SR', '闘', '052/050', 'BW5-g')]
[('ギラティナEX', 'SR', 'ドラゴン', '053/050', 'BW5-g')]
[('ランクルス', 'UR', '超', '054/050', 'BW5-g')]
[('レックウザ', 'UR', 'ドラゴン', '055/050', 'BW5-g')]
[('ホウオウEX', 'R', '炎', '009/050', 'BW5-o')]
[('ミロカロス', 'R', '水', '011/050', 'BW5-o')]
[('ゴルーグ', 'R', '超', '023/050', 'BW5-o')]
[('ギガイアス', 'R', '闘', '029/050', 'BW5-o')]
[('レジスチルEX', 'R', '鋼', '034/050', 'BW5-o')]
[('チルタリス', 'R', 'ドラゴン', '036/050', 'BW5-o')]
[('レックウザEX', 'R', 'ドラゴン', '037/050', 'BW5-o')]
[('ガブリアス', 'R', 'ドラゴン', '040/050', 'BW5-o')]
[('ケッキング', 'R', '無', '043/050', 'BW5-o')]
[('バッフロン', 'R', '無', '045/050', 'BW5-o')]
[('ツールスクラッパー', 'U', 'グッズ', '048/050', 'BW5-o')]
[('ブレンドエネルギー', '水雷闘鋼(U', '特殊エネルギー', '050/050', 'BW5-o')]
[('ホウオウEX', 'SR', '炎', '051/050', 'BW5-o')]
[('レジスチルEX', 'SR', '鋼', '052/050', 'BW5-o')]
[('レックウザEX', 'SR', 'ドラゴン', '053/050', 'BW5-o')]
[('ジャローダ', 'UR', '草', '054/050', 'BW5-o')]
[('ワルビアル', 'UR', '悪', '055/050', 'BW5-o')]
[('ラフレシア', 'R', '草', '003/059', 'BW6-l')]
[('リザードン', 'R', '炎', '012/059', 'BW6-l')]
[('ブルンゲル', 'U', '水', '022/059', 'BW6-l')]
[('ゼブライカ', 'R', '雷', '024/059', 'BW6-l')]
[('クレセリアEX', 'R', '超', '027/059', 'BW6-l')]
[('ペンドラー', 'R', '超', '032/059', 'BW6-l')]
[('メロエッタ', 'R', '超', '033/059', 'BW6-l')]
[('グライオン', 'R', '闘', '035/059', 'BW6-l')]
[('ランドロスEX', 'R', '闘', '040/059', 'BW6-l')]
[('レパルダス', 'R', '悪', '042/059', 'BW6-l')]
[('フライゴン', 'R', 'ドラゴン', '044/059', 'BW6-l')]
[('ブラックキュレムEX', 'R', 'ドラゴン', '045/059', 'BW6-l')]
[('ラッタ', 'U', '無', '047/059', 'BW6-l')]
[('あなぬけのヒモ', 'U', 'グッズ', '054/059', 'BW6-l')]
[('タウンマップ', 'U', 'グッズ', '055/059', 'BW6-l')]
[('タチワキシティジム', 'U', 'スタジアム', '057/059', 'BW6-l')]
[('ゴールドポーション', 'R', 'グッズ', '058/059', 'BW6-l')]
[('クリスタルウォール', 'R', 'グッズ', '059/059', 'BW6-l')]
[('クレセリアEX', 'SR', '超', '060/059', 'BW6-l')]
[('ランドロスEX', 'SR', '闘', '061/059', 'BW6-l')]
[('ブラックキュレムEX', 'SR', 'ドラゴン', '062/059', 'BW6-l')]
[('チェレン', 'SR', 'サポート', '063/059', 'BW6-l')]
[('ゴルーグ', 'UR', '超', '064/059', 'BW6-l')]
[('ゴツゴツメット', 'UR', 'グッズ', '065/059', 'BW6-l')]
[('モジャンボ', 'R', '草', '002/059', 'BW6-r')]
[('セレビィEX', 'R', '草', '004/059', 'BW6-r')]
[('カメックス', 'R', '水', '014/059', 'BW6-r')]
[('ケルディオEX', 'R', '水', '019/059', 'BW6-r')]
[('エレキブル', 'R', '雷', '021/059', 'BW6-r')]
[('ヨノワール', 'R', '超', '026/059', 'BW6-r')]
[('イワパレス', 'R', '闘', '038/059', 'BW6-r')]
[('ハッサム', 'R', '鋼', '039/059', 'BW6-r')]
[('ホワイトキュレムEX', 'R', 'ドラゴン', '041/059', 'BW6-r')]
[('メタモン', 'R', '無', '042/059', 'BW6-r')]
[('ムーランド', 'R', '無', '053/059', 'BW6-r')]
[('じてんしゃ', 'U', 'グッズ', '054/059', 'BW6-r')]
[('ピーピーエイド', 'U', 'グッズ', '055/059', 'BW6-r')]
[('フウロ', 'U', 'サポート', '056/059', 'BW6-r')]
[('ヒオウギシティジム', 'U', 'スタジアム', '057/059', 'BW6-r')]
[('パソコン通信', 'R', 'グッズ', '058/059', 'BW6-r')]
[('クリスタルエッジ', 'R', 'グッズ', '059/059', 'BW6-r')]
[('セレビィEX', 'SR', '草', '060/059', 'BW6-r')]
[('ケルディオEX', 'SR', '水', '061/059', 'BW6-r')]
[('ホワイトキュレムEX', 'SR', 'ドラゴン', '062/059', 'BW6-r')]
[('ベル', 'SR', 'サポート', '063/059', 'BW6-r')]
[('テラキオン', 'UR', '闘', '064/059', 'BW6-r')]
[('チルタリス', 'UR', 'ドラゴン', '065/059', 'BW6-r')]
[('ビクティニEX', 'R', '炎', '012/070', 'BW7')]
[('フリーザーEX', 'R', '水', '016/070', 'BW7')]
[('マナフィ', 'R', '水', '020/070', 'BW7')]
[('ジバコイル', 'R', '雷', '025/070', 'BW7')]
[('クロバット', 'R', '超', '029/070', 'BW7')]
[('マタドガス', 'R', '超', '031/070', 'BW7')]
[('エルレイド', 'R', '超', '034/070', 'BW7')]
[('ギラティナ', 'R', '超', '035/070', 'BW7')]
[('ルカリオ', 'R', '闘', '043/070', 'BW7')]
[('コバルオンEX', 'R', '鋼', '049/070', 'BW7')]
[('トゲキッス', 'R', '無', '058/070', 'BW7')]
[('ルギアEX', 'R', '無', '059/070', 'BW7')]
[('アクロママシーン', 'U', 'グッズ', '062/070', 'BW7')]
[('どくさいみん光線', 'U', 'グッズ', '063/070', 'BW7')]
[('アクロマ', 'U', 'サポート', '064/070', 'BW7')]
[('プラズマエネルギー', 'U', '特殊エネルギー', '067/070', 'BW7')]
[('スクランブルスイッチ', 'R', 'グッズ', '068/070', 'BW7')]
[('ダウジングマシン', 'R', 'グッズ', '069/070', 'BW7')]
[('ビクトリーピース', 'R', 'グッズ', '070/070', 'BW7')]
[('ビクティニEX', 'SR', '炎', '071/070', 'BW7')]
[('フリーザーEX', 'SR', '水', '072/070', 'BW7')]
[('コバルオンEX', 'SR', '鋼', '073/070', 'BW7')]
[('ルギアEX', 'SR', '無', '074/070', 'BW7')]
[('アクロマ', 'SR', 'サポート', '075/070', 'BW7')]
[('フウロ', 'SR', 'サポート', '076/070', 'BW7')]
[('リザードン', 'UR', '炎', '077/070', 'BW7')]
[('カメックス', 'UR', '水', '078/070', 'BW7')]
[('ランダムレシーバー', 'UR', 'グッズ', '079/070', 'BW7')]
[('タマタマ', 'C', '草', '001/051', 'BW8-p')]
[('ジュカイン', 'R', '草', '005/051', 'BW8-p')]
[('ヒードランEX', 'R', '炎', '006/051', 'BW8-p')]
[('シャンデラ', 'R', '炎', '009/051', 'BW8-p')]
[('グレイシア', 'R', '水', '012/051', 'BW8-p')]
[('ゼクロム', 'R', '雷', '019/051', 'BW8-p')]
[('バリヤード', 'U', '超', '023/051', 'BW8-p')]
[('エーフィ', 'U', '超', '024/051', 'BW8-p')]
[('デオキシスEX', 'R', '超', '025/051', 'BW8-p')]
[('デスカーン', 'R', '超', '027/051', 'BW8-p')]
[('アブソル', 'R', '悪', '033/051', 'BW8-p')]
[('キングドラ', 'R', 'ドラゴン', '038/051', 'BW8-p')]
[('ラティオスEX', 'R', 'ドラゴン', '039/051', 'BW8-p')]
[('イーブイ:なきごえ', 'C', '無', '042/051', 'BW8-p')]
[('スーパーエネルギー回収', 'U', 'グッズ', '047/051', 'BW8-p')]
[('ゲーチス', 'U', 'サポート', '048/051', 'BW8-p')]
[('ロックガード', 'R', 'グッズ', '050/051', 'BW8-p')]
[('ヒードランEX', 'SR', '炎', '052/051', 'BW8-p')]
[('デオキシスEX', 'SR', '超', '053/051', 'BW8-p')]
[('ラティオスEX', 'SR', 'ドラゴン', '054/051', 'BW8-p')]
[('ゲーチス', 'SR', 'サポート', '055/051', 'BW8-p')]
[('エンペルト', 'UR', '水', '056/051', 'BW8-p')]
[('シンボラー', 'UR', '超', '057/051', 'BW8-p')]
[('ハイパーボール', 'UR', 'グッズ', '058/051', 'BW8-p')]
[('リーフィア', 'U', '草', '006/051', 'BW8-b')]
[('ブースター', 'U', '炎', '007/051', 'BW8-b')]
[('レシラム', 'R', '炎', '008/051', 'BW8-b')]
[('シャワーズ', 'U', '水', '009/051', 'BW8-b')]
[('キュレム', 'R', '水', '016/051', 'BW8-b')]
[('マルマイン', 'R', '雷', '018/051', 'BW8-b')]
[('ボルトロスEX', 'R', '雷', '020/051', 'BW8-b')]
[('メタグロス', 'R', '超', '027/051', 'BW8-b')]
[('ブラッキー', 'R', '悪', '031/051', 'BW8-b')]
[('サザンドラ', 'R', '悪', '036/051', 'BW8-b')]
[('カイリュー', 'R', 'ドラゴン', '040/051', 'BW8-b')]
[('ラティアスEX', 'R', 'ドラゴン', '041/051', 'BW8-b')]
[('イーブイ:しんかのきざし', 'C', '無', '042/051', 'BW8-b')]
[('トルネロスEX', 'R', '無', '046/051', 'BW8-b')]
[('かるいし', 'U', 'グッズ', '048/051', 'BW8-b')]
[('いのちのしずく', 'R', 'グッズ', '050/051', 'BW8-b')]
[('ボルトロスEX', 'SR', '雷', '052/051', 'BW8-b')]
[('ラティアスEX', 'SR', 'ドラゴン', '053/051', 'BW8-b')]
[('トルネロスEX', 'SR', '無', '054/051', 'BW8-b')]
[('アララギ博士', 'SR', 'サポート', '055/051', 'BW8-b')]
[('ダストダス', 'UR', '超', '056/051', 'BW8-b')]
[('ガブリアス', 'UR', 'ドラゴン', '057/051', 'BW8-b')]
[('まんたんのくすり', 'UR', 'グッズ', '058/051', 'BW8-b')]
[('ビリジオンEX', 'R', '草', '009/076', 'BW9')]
[('ゲノセクトEX', 'R', '草', '010/076', 'BW9')]
[('ウルガモス', 'R', '炎', '012/076', 'BW9')]
[('シビルドン', 'R', '雷', '025/076', 'BW9')]
[('シンボラー', 'R', '超', '033/076', 'BW9')]
[('ゴルーグ', 'R', '超', '038/076', 'BW9')]
[('カイリキー', 'R', '闘', '041/076', 'BW9')]
[('アーケオス', 'R', '闘', '045/076', 'BW9')]
[('ヘルガー', 'R', '悪', '047/076', 'BW9')]
[('ジラーチEX', 'R', '鋼', '051/076', 'BW9')]
[('ディアルガEX', 'R', 'ドラゴン', '053/076', 'BW9')]
[('パルキアEX', 'R', 'ドラゴン', '054/076', 'BW9')]
[('オノノクス', 'R', 'ドラゴン', '057/076', 'BW9')]
[('ポリゴンZ', 'R', '無', '061/076', 'BW9')]
[('ポケモン回収サイクロン', 'R', 'グッズ', '073/076', 'BW9')]
[('Gスコープ', 'R', 'グッズ', '074/076', 'BW9')]
[('Gブースター', 'R', 'グッズ', '075/076', 'BW9')]
[('エムリット', 'R', '超', '029/076', 'BW9')]
[('ビリジオンEX', 'SR', '草', '077/076', 'BW9')]
[('ゲノセクトEX', 'SR', '草', '078/076', 'BW9')]
[('ジラーチEX', 'SR', '鋼', '079/076', 'BW9')]
[('ディアルガEX', 'SR', 'ドラゴン', '080/076', 'BW9')]
[('パルキアEX', 'SR', 'ドラゴン', '081/076', 'BW9')]
[('アイリス', 'SR', 'サポート', '082/076', 'BW9')]
[('タマタマ', 'UR', '草', '083/076', 'BW9')]
[('ビリジオン', 'UR', '草', '084/076', 'BW9')]
[('ヨノワール', 'UR', '超', '085/076', 'BW9')]
[('ふしぎなアメ', 'UR', 'グッズ', '086/076', 'BW9')]
[('ミニリュウ', 'CP', 'ドラゴン', '001/020', 'DS')]
[('ミニリュウ', 'CP', 'ドラゴン', '002/020', 'DS')]
[('ハクリュー', 'CP', 'ドラゴン', '003/020', 'DS')]
[('ハクリュー', 'CP', 'ドラゴン', '004/020', 'DS')]
[('カイリュー', 'CP', 'ドラゴン', '005/020', 'DS')]
[('タツベイ', 'CP', 'ドラゴン', '006/020', 'DS')]
[('コモルー', 'CP', 'ドラゴン', '007/020', 'DS')]
[('ボーマンダ', 'CP', 'ドラゴン', '008/020', 'DS')]
[('ラティアス', 'CP', 'ドラゴン', '009/020', 'DS')]
[('ラティオス', 'CP', 'ドラゴン', '010/020', 'DS')]
[('レックウザ', 'CP', 'ドラゴン', '011/020', 'DS')]
[('キバゴ', 'CP', 'ドラゴン', '012/020', 'DS')]
[('キバゴ', 'CP', 'ドラゴン', '013/020', 'DS')]
[('オノンド', 'CP', 'ドラゴン', '014/020', 'DS')]
[('オノンド', 'CP', 'ドラゴン', '015/020', 'DS')]
[('オノノクス', 'CP', 'ドラゴン', '016/020', 'DS')]
[('クリムガン', 'CP', 'ドラゴン', '017/020', 'DS')]
[('すごいつりざお', 'CP', 'グッズ', '018/020', 'DS')]
[('ファーストチケット', 'CP', 'グッズ', '019/020', 'DS')]
[('学習装置', 'CP', 'グッズ', '020/020', 'DS')]
[('ツタージャ', 'C', '草', '001/020', 'SC')]
[('ジャノビー', 'C', '草', '002/020', 'SC')]
[('ジャローダ', 'U', '草', '003/020', 'SC')]
[('ガーディ', 'U', '炎', '004/020', 'SC')]
[('アチャモ', 'C', '炎', '005/020', 'SC')]
[('ポッチャマ', 'U', '水', '006/020', 'SC')]
[('ピカチュウ', 'U', '雷', '007/020', 'SC')]
[('ラルトス', 'C', '超', '008/020', 'SC')]
[('キルリア', 'C', '超', '009/020', 'SC')]
[('サーナイト', 'U', '超', '010/020', 'SC')]
[('メロエッタEX', 'R', '超', '011/020', 'SC')]
[('マッギョ', 'U', '闘', '012/020', 'SC')]
[('チョロネコ', 'U', '悪', '013/020', 'SC')]
[('イーブイ', 'U', '無', '014/020', 'SC')]
[('ヒメグマ', 'C', '無', '015/020', 'SC')]
[('リングマ', 'C', '無', '016/020', 'SC')]
[('タブンネ', 'C', '無', '017/020', 'SC')]
[('チラーミィ', 'C', '無', '018/020', 'SC')]
[('チラチーノ', 'U', '無', '019/020', 'SC')]
[('カミツレ', 'C', 'サポート', '020/020', 'SC')]
[('シェイミEX', 'CP', '草', '021/020', 'SC')]
[('レシラム', 'CP', '炎', '022/020', 'SC')]
[('エモンガ', 'CP', '雷', '023/020', 'SC')]
[('ミュウEX', 'CP', '超', '024/020', 'SC')]
[('メロエッタEX', 'CP', '超', '025/020', 'SC')]
[('ヒトカゲ', 'CP', '炎', '009/093', 'EBB')]
[('リザード', 'CP', '炎', '010/093', 'EBB')]
[('リザードン', 'CP', '炎', '011/093', 'EBB')]
[('ビクティニEX', 'CP', '炎', '016/093', 'EBB')]
[('レシラムEX', 'CP', '炎', '021/093', 'EBB')]
[('コイキング', 'CP', '水', '022/093', 'EBB')]
[('ギャラドス', 'CP', '水', '023/093', 'EBB')]
[('フリーザー', 'CP', '水', '024/093', 'EBB')]
[('エンペルト', 'CP', '水', '027/093', 'EBB')]
[('キュレム', 'CP', '水', '035/093', 'EBB')]
[('キュレムEX', 'CP', '水', '036/093', 'EBB')]
[('ケルディオEX', 'CP', '水', '037/093', 'EBB')]
[('サンダー', 'CP', '雷', '038/093', 'EBB')]
[('ゼクロム', 'CP', '雷', '043/093', 'EBB')]
[('ゼクロムEX', 'CP', '雷', '044/093', 'EBB')]
[('ミュウツーEX', 'CP', '超', '045/093', 'EBB')]
[('ラルトス', 'CP', '超', '048/093', 'EBB')]
[('キルリア', 'CP', '超', '049/093', 'EBB')]
[('ヤブクロン', 'CP', '超', '053/093', 'EBB')]
[('ダストダス', 'CP', '超', '054/093', 'EBB')]
[('ゴチム', 'CP', '超', '055/093', 'EBB')]
[('ゴチミル', 'CP', '超', '056/093', 'EBB')]
[('ゴチルゼル', 'CP', '超', '057/093', 'EBB')]
[('ユニラン', 'CP', '超', '058/093', 'EBB')]
[('ダブラン', 'CP', '超', '059/093', 'EBB')]
[('ランクルス', 'CP', '超', '060/093', 'EBB')]
[('シャンデラEX', 'CP', '超', '061/093', 'EBB')]
[('メロエッタ', 'CP', '超', '062/093', 'EBB')]
[('リオル', 'CP', '闘', '063/093', 'EBB')]
[('ルカリオ', 'CP', '闘', '064/093', 'EBB')]
[('エルレイド', 'CP', '闘', '065/093', 'EBB')]
[('ドリュウズEX', 'CP', '闘', '066/093', 'EBB')]
[('テラキオン', 'CP', '闘', '068/093', 'EBB')]
[('ランドロス', 'CP', '闘', '069/093', 'EBB')]
[('メロエッタ', 'CP', '闘', '070/093', 'EBB')]
[('ダークライEX', 'CP', '悪', '072/093', 'EBB')]
[('ゾロア', 'CP', '悪', '073/093', 'EBB')]
[('ゾロアーク', 'CP', '悪', '074/093', 'EBB')]
[('コバルオン', 'CP', '鋼', '075/093', 'EBB')]
[('チルタリス', 'CP', 'ドラゴン', '076/093', 'EBB')]
[('レックウザ', 'CP', 'ドラゴン', '077/093', 'EBB')]
[('フカマル', 'CP', 'ドラゴン', '078/093', 'EBB')]
[('ガバイト', 'CP', 'ドラゴン', '079/093', 'EBB')]
[('ガブリアス', 'CP', 'ドラゴン', '080/093', 'EBB')]
[('モノズ', 'CP', 'ドラゴン', '081/093', 'EBB')]
[('ジヘッド', 'CP', 'ドラゴン', '082/093', 'EBB')]
[('サザンドラ', 'CP', 'ドラゴン', '083/093', 'EBB')]
[('ブラックキュレムEX', 'CP', 'ドラゴン', '084/093', 'EBB')]
[('ホワイトキュレムEX', 'CP', 'ドラゴン', '085/093', 'EBB')]
[('ルギアEX', 'CP', '無', '086/093', 'EBB')]
[('チラチーノ', 'CP', '無', '089/093', 'EBB')]
[('トルネロス', 'CP', '無', '092/093', 'EBB')]
[('アララギパパ', 'CP', 'サポート', '093/093', 'EBB')]
[('イマクニ？', 'CP', 'サポート', '096/093', 'EBB')]
[('ポケモンエンタープライズ', 'CP', 'サポート', '097/093', 'EBB')]
[('ポケモンエンタープライズ', 'CP', 'サポート', '098/093', 'EBB')]
